symbol,datetime,open,high,low,close,volume,SMA_5,SMA_10,SMA_20,SMA_50,SMA_200,EMA_12,EMA_26,EMA_50,VWAP,PSAR,RSI_14,Stoch_K,Stoch_D,Williams_R,CCI,MFI,Momentum_10,ROC_12,OBV,ADL,Volume_SMA_20,Volume_Ratio,ATR,Volatility_20,BB_Upper,BB_Lower,BB_Middle,BB_Width,BB_Position,MACD,MACD_Signal,MACD_Histogram,Volatility_High_Band,Volatility_Low_Band,High_Exceedance,Low_Exceedance,Distance_To_High_Pct,Distance_To_Low_Pct,Position_In_Range_Pct,Band_Range,Band_Midpoint,High_Band_Stability,Low_Band_Stability,Signal_Long,Signal_Short,Price_Above_High_Band,Price_Below_Low_Band,Band_Width_Normalized,High_Band_Distance_Normalized,Low_Band_Distance_Normalized,High_Band_SMA_5,Low_Band_SMA_5,Band_Range_SMA_5,High_Band_ROC_5,Low_Band_ROC_5
TSLA,2024-11-05 22:00:00,284.67,289.59,275.62,288.53,165228710,256.328,259.08900000000006,239.97899999999998,237.06159999999997,,253.1312595886924,245.51416676719248,240.22473359834186,233.9612632624456,235.81366282635992,75.08529891707462,98.63190500774392,70.8959474110077,-1.3680949922560697,157.77336689138494,62.37399615418307,74.87999999999997,31.839159241489597,441492234,713458499.2305455,86613806.25,1.9076486434863265,13.40855,1.0334256077120103,283.9843441252189,195.97365587478106,239.97899999999998,88.01068825043785,1.0516489072536988,7.617092821499909,4.306859929852088,3.3102328916478214,258.56338266621697,242.93105596385044,31.02661733378301,0.0,-191.6964627488655,291.69646274886554,291.69646274886554,15.632326702366527,250.7472193150337,0,0,1,0,1,0,0.0541792073696549,-0.1038596240730011,0.158038831442656,257.32865656998075,241.6694284851892,15.65922808479154,-2.9712218417559466,-3.0875364312615003
TSLA,2024-11-06 22:00:00,288.89,299.75,285.52,296.91,117309232,265.74,262.732,242.88600000000002,238.88479999999998,,259.86658000923387,249.34702748694124,242.62597195522267,235.31524964332215,240.11576980025112,76.64498986084891,96.75947056138752,86.47321240576447,-3.240529438612478,161.25538787040114,64.96059156440678,36.43000000000001,36.215993026563304,558801466,783942963.9951279,88324914.7,1.3281556217568586,14.207121428571428,1.0324147580570264,293.7084941495293,192.06350585047073,242.88600000000002,101.64498829905858,1.0314969375671654,10.519552522292628,5.549399072303764,4.970153449988864,295.41851326181387,279.085770789173,4.331486738186129,0.0,-9.13188180542587,109.13188180542588,109.13188180542588,16.33274247264086,287.2521420254934,0,0,1,0,1,0,0.05500906831242079,-0.0050233631005562425,0.06003243141297704,263.47249724777794,247.68438937442505,15.788107873352875,11.605320544184611,12.077702796732954
TSLA,2024-11-07 22:00:00,299.14,328.71,297.66,321.22,204782763,280.188,267.935,248.05700000000002,241.1836,,269.305721369897,254.70429211699638,245.9448464250438,238.36323187224798,246.079192820226,80.93309965552669,93.57632933104635,96.32256830005927,-6.4236706689536485,196.88534382251825,72.3634824440491,52.03000000000003,50.34870114673532,763584229,889928761.1419883,91432609.15,2.239712558831643,16.12326428571428,0.9878129766183804,308.30389801143286,187.81010198856717,248.05700000000002,120.4937960228657,1.107193087236758,14.60142925290063,7.359805835726013,7.241623417174616,303.749035751093,286.9983256586779,24.960964248906976,0.0,-104.29984252917177,204.29984252917177,204.29984252917177,16.75071009241509,295.3736807048855,0,0,1,0,1,0,0.05214715799892625,-0.054389403676318476,0.10653656167524472,272.8007956818125,256.81230841924724,15.988487262565172,18.140849358429207,18.909444519341328
TSLA,2024-11-10 22:00:00,346.3,358.64,336.0,350.0,210521625,301.62,276.68399999999997,254.59900000000002,243.9014,,281.7203967920744,261.80414610950453,250.32569837332227,242.47649829152633,255.9948896817989,84.13921497646999,94.10359653313316,94.81313214185569,-5.896403466866845,239.50298615825164,78.23612404439967,87.49000000000001,34.36732186732186,974105854,939769569.8875715,97644094.25,2.1560098090622617,18.53969285714285,1.014917718053697,328.5013605918825,180.69663940811756,254.59900000000002,147.8047211837649,1.1454529952489703,19.916250682569853,9.871095612192198,10.045155070377655,328.24502539422264,308.8066168835328,30.39497460577735,0.0,-111.91746790285617,211.91746790285615,211.91746790285615,19.43840851068984,318.52582113887775,0,0,1,0,1,0,0.0555383100305424,-0.062157070302221035,0.11769538033276343,287.17679663970705,270.44487249497035,16.731924144736656,28.038148347973564,28.325193239387108
TSLA,2024-11-11 22:00:00,342.74,345.84,323.31,328.49,155726016,317.03000000000003,283.581,260.04499999999996,246.2592,,288.91580423317754,266.7703366798504,253.60704458158173,244.9040373976522,270.36520512634706,77.2701367781155,74.82464929859721,87.50152505425892,-25.175350701402788,167.87614334434235,72.80105337121742,68.97000000000003,22.029050113302876,818379838,855651255.874256,102280955.7,1.522531882247557,19.973978571428567,1.0583965099276165,338.9614454877501,181.1285545122498,260.04499999999996,157.8328909755003,0.9336548584833593,22.145467553327137,12.325970631592316,9.819496921734821,357.4763839324435,336.91574822225584,0.0,13.60574822225584,140.97999858088494,-40.97999858088494,-40.97999858088494,20.560635710187682,347.19606607734966,0,0,0,1,0,1,0.06259135958533801,0.08824129785516611,-0.0256499382698281,308.690468201158,290.947503503498,17.74296469766,43.04317851455073,43.733797332218366
TSLA,2024-11-12 22:00:00,335.85,344.5999,322.5,330.24,125405599,325.37199999999996,290.85,265.4905,248.4758,,295.27343551727455,271.49513555169455,256.81523589357283,246.76370495662232,282.7236764086585,71.07807590041092,76.2859051436206,81.73805032511699,-23.714094856379408,141.09865259543236,63.61174008566185,72.69,25.80092186964307,943785437,818086718.2600542,106069594.45,1.182295450927879,18.09040714285714,1.058920131845655,348.10245643680025,182.87854356319974,265.4905,165.2239128736005,0.8918893995055948,23.778299965580004,14.616436969511453,9.161862996068551,337.7328802650471,315.327126630714,6.867019734952919,0.0,33.44176851773235,66.55823148226764,66.55823148226764,22.405753634333053,326.5300034478805,0,0,0,0,0,0,0.06784687994892519,0.022689196539023324,0.04515768340990186,324.52436772092403,305.4267176368707,19.097650084053306,30.618990509197936,29.801076844467566
TSLA,2024-11-13 22:00:00,327.69,329.98,310.37,311.18,120726109,328.226,296.98300000000006,270.005,250.09599999999998,,297.72061970686747,274.4482640239698,259.08517077359636,248.17481510577255,293.3519617114463,61.94051072058238,60.370741482965954,70.49376530839459,-39.62925851703405,93.91839346134155,55.29804072177517,61.33000000000001,19.90598027127005,823059328,707333903.3232872,109566310.7,1.1018542855801385,18.497549999999997,1.0936756218425587,352.22192039963545,187.78807960036454,270.005,164.4338407992709,0.7504046600131631,23.272355682897683,16.34762099705582,6.924734685841862,340.5303542898563,316.8793924006481,0.0,6.509392400648096,124.09793067760468,-24.097930677604687,-24.097930677604687,23.65096188920819,328.70487334525217,0,0,0,1,0,1,0.07600411944600614,0.09431953946222855,-0.01831542001622242,333.5467359265325,312.98544195916577,20.561293967366773,15.270485430973032,13.54193784391292
TSLA,2024-11-14 22:00:00,310.57,324.6799,309.22,320.72,114440286,328.12600000000003,304.15700000000004,275.006,252.29579999999999,,301.25901089248646,277.89037939303705,261.6521431781765,249.48041020779945,302.4922870718438,66.28798477810734,68.33667334669342,68.33110665775999,-31.663326653306584,83.9518438536855,56.00979379878287,71.74000000000004,24.52727625703747,937499614,763148701.6381929,112807731.65,1.0144720076019718,18.79497142857142,1.0916653900494555,356.76177582042743,193.2502241795725,275.006,163.51155164085492,0.7795765775644317,23.368631499449407,17.751823282384237,5.61680821706517,323.07898452163585,297.84349430985844,1.6009154783641293,0.0,9.347884672891674,90.65211532710833,90.65211532710833,25.235490211777403,310.4612394157472,0,0,0,0,0,0,0.07868386820833562,0.00735527725628529,0.07132859095205034,337.4127256806411,315.15447568940186,22.258249991239232,6.363789344300259,3.7788264535307774
TSLA,2024-11-17 22:00:00,340.73,348.5499,330.01,338.74,126547455,325.874,313.747,281.0005,254.7452,,307.0253513640264,282.41550550695416,264.8549141334196,251.290617660325,310.3529668817857,70.44703696056165,83.38343353373415,70.6969494544645,-16.616566466265848,109.49735263950974,62.01109278419792,95.9,35.577346407844715,1064047069,755777648.0373378,116768655.0,1.0837450769643617,20.106392857142843,1.0927211481221324,363.0003440242418,199.00065597575815,281.0005,163.99968804848368,0.8520707916403496,24.60984585707223,19.123427941768664,5.486417915303566,332.6530608586366,306.9203636530213,15.896839141363387,0.0,-23.65449331924345,123.65449331924346,123.65449331924346,25.732697205615295,319.78671225582895,0,0,1,0,1,0,0.07596592432430564,-0.017969354494194414,0.09393527881850006,338.2943327735239,314.77722504329955,23.517107730224325,1.3429100590694103,-0.6108202115445295
TSLA,2024-11-18 22:00:00,335.76,347.3799,332.75,346.0,88852452,329.37600000000003,323.20300000000003,287.402,257.1418,,313.0214814702074,287.1426338301013,268.218409436928,252.55968619088833,317.11315151833566,72.2225013818401,89.44555778223115,80.38855488755291,-10.55444221776886,102.92965412681245,65.8514618812487,94.56,38.966985300024106,1152899521,827868878.3591579,119047840.55,0.7463592081091303,20.6135357142857,1.0877356652004422,368.6700885387175,206.13391146128248,287.402,162.536177077435,0.8605228143890878,25.878847640106073,20.47451199526475,5.404335644841325,351.0011034458906,324.7244100509476,0.0,0.0,19.032468700392315,80.96753129960769,80.96753129960769,26.27669339494298,337.8627567484191,0,0,0,0,0,0,0.07594420056341902,0.01445405620199589,0.06149014436142313,336.9992766762133,312.3389574090379,24.660319267175385,-1.8113869272485021,-3.6185124131585233
TSLA,2024-11-19 22:00:00,345.0,346.5999,334.3,342.03,66340650,331.73400000000004,328.553,293.821,259.4198,,317.48434956737367,291.2220811611823,271.2711066457042,253.47329552788412,322.9269103057687,73.60200737402704,86.13059452237808,86.31986194611447,-13.869405477621925,91.47750102251153,65.13614500453008,53.5,40.84582441113489,1086558871,844913170.4318575,118317928.45,0.5606982041443949,20.742099999999986,1.0835252194226166,370.72445989068297,216.9175401093171,293.821,153.80691978136588,0.8134384335147488,26.262268406191367,21.63206335546888,4.630205050722488,358.24853159287005,331.4386743143848,0.0,0.0,60.49465845491595,39.50534154508405,39.50534154508405,26.809857278485254,344.8436029536274,0,0,0,0,0,0,0.07838451971606367,0.047418447483758966,0.030966072232304697,341.1024069417779,315.56126694577205,25.541139996005825,6.0745199909830045,5.109470871035887
TSLA,2024-11-20 22:00:00,343.81,347.9899,335.28,339.64,58011719,337.42600000000004,332.826,297.779,261.6164,,320.89292351118627,294.81979436035317,274.0926604158771,254.25680821178204,327.9267428629611,73.03353658536585,84.13493653974615,86.57036294811844,-15.865063460253841,82.27329342451453,64.48161471902608,42.72999999999996,35.07795100222717,1028547152,826702094.212682,110993919.25,0.5226567310352904,21.12352142857142,0.8115898323180606,375.600142276782,219.957857723218,297.779,155.64228455356397,0.7689564736220099,26.073129150833097,22.52027656243408,3.5528525883990163,354.26431681555715,327.3381500685454,0.0,0.0,54.312657843063285,45.68734215693672,45.68734215693672,26.926166747011735,340.8012334420513,0,0,0,0,0,0,0.0792785500736419,0.04305828764443872,0.03622026242920318,343.849199446918,317.65301847935154,26.196180967566534,4.033109634041797,3.300548384880053
TSLA,2024-11-21 22:00:00,341.085,361.53,337.7,352.56,89140722,343.794,335.96000000000004,301.94750000000005,264.0618,,325.7647963551678,299.1092115945003,277.32433512906687,255.56444103758292,332.22659886214655,76.94763729246488,92.2216373756828,87.49572281260232,-7.778362624317202,90.92814805372674,68.44965151577534,31.339999999999975,22.191799812844433,1117687874,848734777.9130598,107370358.8,0.8302172312383108,22.104235714285696,0.8131731698293513,382.2137904600089,221.6812095399912,301.94750000000005,160.53258092001772,0.8152786786952404,26.655584760667466,23.34733823775682,3.308246522910647,352.0645060796034,325.97709175474677,9.465493920396568,0.0,-1.899360029424153,101.89936002942414,101.89936002942414,26.08741432485664,339.02079891717506,0,0,1,0,1,0,0.07399425438182618,-0.0014054172917988366,0.07539967167362502,349.6463037585115,323.2797379683292,26.36656579018238,8.971651808577004,9.445765303713442
TSLA,2024-11-24 22:00:00,360.14,361.93,338.2,338.59,95890899,343.764,334.819,305.75149999999996,266.298,,327.73790972210054,302.04154122818727,279.84260028545776,256.86933743139826,336.9151430442031,70.85427135678391,72.95794230100796,83.1048387388123,-27.04205769899204,76.10431459979056,63.48138882392682,-11.410000000000025,14.037923950018506,1021796975,755995792.1545262,106782223.6,0.8980043285032323,22.910671428571415,0.8243595342974173,385.356664676407,226.14633532359295,305.75149999999996,159.21032935281403,0.706258602274662,25.69636849391327,23.81714430520052,1.8792241887127474,365.15451689008,338.7898854721414,0.0,0.5898854721414182,100.75815765816256,-0.7581576581625525,-0.7581576581625525,26.364631417938597,351.9722011811107,0,0,0,1,0,1,0.07786594824991465,0.07845629489967226,-0.0005903466497576179,356.1465949648002,329.65364233215325,26.49295263264704,9.770376363756096,10.383645268695545
TSLA,2024-11-25 22:00:00,341.0,346.96,335.66,338.23,62295857,342.21,335.793,309.687,268.5052,,329.35208099711565,304.72880917951494,282.2380337917834,257.6419559457263,361.93,64.42921844152829,68.98311739301141,78.0542323565674,-31.016882606988588,60.31804311200077,57.83068836602345,9.740000000000009,5.295436149679345,959501118,722036280.7279776,105870928.9,0.5884132466509415,20.99281428571427,0.8209422443566609,387.4293596787558,231.9446403212442,309.687,155.4847193575116,0.6835743095395121,24.62327181760071,23.978369812131508,0.6449020054692021,352.89568156409774,324.82158135464476,0.0,0.0,52.23918649104047,47.76081350895953,47.76081350895953,28.07410020945298,338.8586314593713,0,0,0,0,0,0,0.08300298675295797,0.04336008504301134,0.039642901709946644,356.52551058844165,329.67307659289264,26.852433995549042,0.5397641487754545,0.02992423750401787
TSLA,2024-11-26 22:00:00,341.8,342.55,326.59,332.89,57896439,340.38199999999995,336.058,313.454,270.61899999999997,,329.8963772383548,306.81960780294247,284.31235285078054,258.2937463909851,361.4046,60.63364463884618,54.81562159639019,65.58556043013652,-45.18437840360981,44.11727751397595,52.947114646546915,2.6499999999999773,-4.888571428571432,901604679,709847556.7279776,106066072.05,0.5458525792555736,21.116385714285702,0.8243837421635227,387.7857039110216,239.12229608897843,313.454,148.66340782204315,0.630738291855019,23.076769435412302,23.79804973280519,-0.7212802973928873,352.66042776971426,324.4788886549018,0.0,0.0,70.153825485432,29.846174514568002,29.846174514568002,28.181539114812438,338.569658212308,0,0,0,0,0,0,0.08465721143564672,0.05939027237139678,0.025266939064249944,355.40788982381054,328.281119460996,27.126770362814476,-1.5598399798903757,-2.0998713182400977
TSLA,2024-11-28 22:00:00,336.08,345.45,334.6501,345.16,37167621,341.486,339.456,318.21950000000004,272.6438,,332.244630581149,309.66566721852,286.7998892958299,258.7485381538014,360.012016,57.61741122565864,68.18440523619809,63.99438140853323,-31.81559476380191,57.978755059401514,47.79669856742342,33.98000000000002,5.07473591281318,938772300,745019120.3404095,104595688.5,0.35534563167008554,19.742099999999994,0.8110279796026099,387.4259984703482,249.01300152965186,318.21950000000004,138.41299694069633,0.6946385136906094,22.578963362628997,23.554232454462074,-0.9752690918330771,347.48313678841316,319.05954057594704,0.0,0.0,8.17326833328095,91.82673166671906,91.82673166671906,28.423596212466123,333.2713386821801,0,0,0,0,0,0,0.08234904453721788,0.006730608379919855,0.07561843615729802,354.0516538183817,326.62539756247634,27.426256255905354,-1.9141583572681742,-2.52906955417962
TSLA,2024-12-01 22:00:00,352.38,360.0,351.1501,357.09,77986478,342.392,343.093,323.625,275.0206,,336.06700018554636,313.1854862740134,289.66866824579415,259.84882687140134,326.59,52.52690854658208,90.81768165433498,71.2725694956411,-9.182318345665024,90.5548618369276,42.259998570517816,36.36999999999995,8.130450581395337,1016758778,771718996.0104392,105617774.55,0.7383840298877041,18.12924285714285,0.8092248300595677,386.67507383442387,260.57492616557613,323.625,126.10014766884774,0.7653843046074981,22.881513911532977,23.419688743974508,-0.5381748324415305,359.555499412381,331.06282044096787,0.444500587619018,0.0,8.653097923346058,91.34690207665395,91.34690207665395,28.492678971413113,345.3091599266744,0,0,0,0,0,0,0.07979131023387133,0.006904420208857731,0.0728868900250136,355.5498524849372,327.6425432997206,27.90730918521665,2.1277331862257736,1.5601491070567064
TSLA,2024-12-02 22:00:00,351.8,355.69,348.2,351.42,58267196,344.95799999999997,344.361,329.054,277.049,,338.4290028123746,316.0228267024004,292.18493024279815,260.6187031324281,327.2582,59.2125351546806,80.06070954278127,79.68759881110476,-19.939290457218732,79.22003896771477,45.58184264549496,12.680000000000007,12.931422327913108,958491582,763550697.5057666,105091016.65,0.5544450692113463,16.857814285714277,0.8034645597846146,380.43410280459267,277.6738971954073,329.054,102.76020560918539,0.7176523476905229,22.40617610997424,23.216986214882326,-0.8108101049080858,371.4552885816196,342.95727754879374,0.0,0.0,70.30416459079069,29.69583540920932,29.69583540920932,28.498011032825843,357.20628306520666,0,0,0,0,0,0,0.08109387921241205,0.057012374314551154,0.024081504897860893,356.81000682324515,328.47602171505105,28.3339851081941,1.725508353340802,1.2300816096810592
TSLA,2024-12-03 22:00:00,353.0,358.1,348.6,357.93,50810874,348.898,345.554,334.3785,279.1222,,341.4291590797538,319.13229190969656,294.85983068931523,261.30213555159764,327.913036,60.71511492918505,92.411307152343,87.76323278315307,-7.588692847656994,96.35166583835905,53.27835088653203,11.930000000000007,11.602020453978541,1009302456,812543077.0678717,104167435.1,0.4877807920606082,15.95782142857142,0.8013524133287444,372.165940004653,296.59105999534694,334.3785,75.57488000930607,0.8116313250791793,22.296867170057226,23.032962404252583,-0.736095234195357,365.73954683931504,337.28996176742453,0.0,0.0,27.4504771144491,72.5495228855509,72.5495228855509,28.44958507189051,351.5147543033698,0,0,0,0,0,0,0.07948365622297798,0.021818642861215973,0.05766501336176201,359.3787798782886,330.969697797607,28.409082080681607,3.639564309285666,3.8385320214196645
TSLA,2024-12-04 22:00:00,359.87,375.43,359.5,369.49,81403569,356.21799999999996,348.3,338.4265,281.3716,,345.74621500383705,322.8683110437082,297.89177208303744,262.52893543166203,328.55477528,73.95448196532743,91.02854553692795,87.83352074401739,-8.971454463072043,161.17108408279438,62.67596570598843,27.460000000000036,9.077758753025918,1090706025,833238899.6949904,99976178.05,0.8142296553813901,15.788535714285704,0.6454543804997668,372.71778124572876,304.1352187542712,338.4265,68.58256249145757,0.9529358319597523,22.877903960128833,23.001950715203403,-0.12404675507456986,372.2457541865521,343.64630966024816,3.1842458134478875,0.0,9.6356912946947,90.36430870530529,90.36430870530529,28.599444526303955,357.94603192340014,0,0,0,0,0,0,0.07740248593007647,0.007458264598641668,0.0699442213314348,363.29584516165613,334.8031819986763,28.49266316297991,5.553593449851706,5.907139624646511
TSLA,2024-12-05 22:00:00,377.42,389.49,370.8,389.22,81455834,365.03000000000003,353.258,343.04200000000003,284.07160000000005,,352.43449417383385,327.7903487985361,301.59686626963753,263.89937774682767,330.4297842688,75.96664139499622,99.57074721780607,94.33686663569235,-0.42925278219392954,229.874114055908,62.137708771100115,49.58000000000004,12.491329479768794,1172161859,912341274.606708,98183508.15,0.8296284736083754,16.112828571428565,0.6590195653754866,378.62966764514135,307.4543323548587,343.04200000000003,71.17533529028265,1.1487921667199303,24.64414537529774,23.330389649123802,1.3137557261739374,383.8697769382449,355.430365355068,5.620223061755098,0.0,-18.812706606489673,118.81270660648968,118.81270660648968,28.439411583176934,369.65007114665644,0,0,1,0,1,0,0.0730677035691304,-0.013746012696560084,0.08681371626569048,370.5731731916225,342.07734695450046,28.49582623712207,10.471483734759776,11.399384802431081
TSLA,2024-12-08 22:00:00,397.61,404.8,378.01,389.79,96359173,371.57,356.981,346.4705,286.6582,,358.1814983821199,332.38905589926577,305.16993738480994,265.58294746589513,333.973397212672,72.30231542158148,80.80808080808083,90.4691245209383,-19.191919191919173,224.33327018381348,61.57890130446126,37.23000000000002,13.963687395842486,1268521032,900723501.9755025,92762328.65,1.0387748389065479,16.038549999999997,0.6098619997883624,386.1796358837178,306.7613641162822,346.4705,79.41827176743561,1.0454601193898376,25.792442482854142,23.82280021815056,1.9696422647035803,403.60898820579104,374.4083547656048,1.1910117942089755,0.0,47.324275461686334,52.67572453831367,52.67572453831367,29.20063344018621,389.00867148569796,0,0,0,0,0,0,0.07491375725438366,0.035452392841763554,0.03946136441262011,379.3838709503045,350.7464538194278,28.637417130876692,12.252208314267579,13.092842701847863
TSLA,2024-12-09 22:00:00,392.68,409.73,390.85,400.99,97563578,381.48400000000004,363.221,349.02,289.4454,,364.76742491945436,337.47689754896186,309.0469729047164,267.3706036214409,339.63952543565824,73.22408987245545,89.48761125811883,89.95547976133525,-10.51238874188117,209.9632172701378,62.49485522311964,62.400000000000034,18.06324343422448,1366084610,907958089.3271973,87114426.3,1.1199474317148779,16.417842857142855,0.539236073897568,395.63102873784254,302.4089712621574,349.02,93.22205747568512,1.0574860865257691,27.290527370492498,24.516345651188775,2.774181719303723,404.74310916442806,376.611656773446,4.9868908355719554,0.0,13.341327394923855,86.65867260507615,86.65867260507615,28.131452390982076,390.677382968937,0,0,0,0,0,0,0.07015499735899168,0.009359607881563264,0.06079538947742842,386.04143506686626,357.4773296643583,28.564105402507938,8.961460936500886,9.81299462871556
TSLA,2024-12-10 22:00:00,409.7,424.88,402.38,424.77,104287559,394.852,371.875,353.834,292.7804,,373.9985941253476,343.95046388176723,313.72348807099553,269.4646790171528,346.64857289209243,79.93487698986976,99.88808627530776,90.06125944716915,-0.11191372469225111,215.86532893212853,70.40225684126595,86.53999999999996,20.48162014976174,1470372169,1011225947.7503083,84542503.45,1.2335518200224291,17.24570714285714,0.5040149117576139,410.352059861661,297.315940138339,353.834,113.03611972332203,1.1275516195498367,30.048130243580374,25.622702572946647,4.425427670633727,415.94838649907706,388.1681691205772,8.931613500922936,0.0,-31.755019698838993,131.755019698839,131.755019698839,27.780217378499856,402.05827780982713,0,0,1,0,1,0,0.06540061063281272,-0.020767976789610666,0.08616858742242338,396.0832029988186,367.65297113498883,28.430231863829807,13.728031352819745,15.084411966056468
TSLA,2024-12-11 22:00:00,424.84,429.3,415.0,418.1,87752225,404.574,380.396,358.22700000000003,296.16200000000003,,380.783428167179,349.4488501323863,317.9364391231137,271.2220891082006,356.0363441450413,77.53368893879846,89.09551163469965,92.82373638937543,-10.904488365300345,179.36004072122395,76.57958740806467,85.21000000000004,23.482678165332718,1382619944,961520141.9810778,82659834.75,1.0616065863838422,17.35928571428571,0.5139201776411428,420.39884270442,296.05515729558005,358.22700000000003,124.34368540883997,0.9815121877973824,31.334578034792685,26.765077668024908,4.569500366767777,438.75333994649264,410.16892800402854,0.0,0.0,72.25385636081838,27.746143639181636,27.746143639181636,28.5844119424641,424.4611339752606,0,0,0,0,0,0,0.06836740478943817,0.04939808645417991,0.01896931833525826,409.38472015080674,380.9574948037449,28.427225347061835,17.866580078334497,19.35787362580704
TSLA,2024-12-12 22:00:00,420.0,436.3,415.71,436.23,89000158,413.976,389.50300000000004,364.47950000000003,300.0734,,389.31367250761815,355.8833985536962,322.7056524046774,273.06355099739557,366.2932559647355,78.32622384724765,99.93619542430044,96.30659777810261,-0.06380457569956537,165.08662746539042,76.97812914928724,91.07,28.974366555302606,1471620102,1049915150.7766097,81073537.2,1.0977707532415397,17.127857142857145,0.4527178217970684,431.6783851646246,297.28061483537545,364.47950000000003,134.39777032924917,1.0338667436537436,33.430273953921926,28.098116927733273,5.3321570261886535,431.7863106768668,403.5820158541773,4.513689323133235,0.0,-15.755364036112807,115.75536403611282,115.75536403611282,28.204294822689462,417.68416326552205,0,0,1,0,1,0,0.06465464278635,-0.010186574337237792,0.0748412171235878,418.9680268985311,390.5878249035668,28.38020199496434,12.48249709075962,13.547421715363791
TSLA,2024-12-15 22:00:00,441.09,463.19,436.15,463.02,114083811,428.622,400.09600000000006,371.59450000000004,304.3322,,400.65311034097454,363.82666144282064,328.35645053867853,275.7254714086507,377.4943350103778,88.7608248707246,99.87554904831623,96.30241870243877,-0.1244509516837598,183.43646925949426,85.73767905752649,105.93,39.09099101805401,1585703913,1162564475.9874084,81055713.45,1.4074740218081443,17.364285714285717,0.4771527467352972,448.68965664355784,294.49934335644224,371.59450000000004,154.1903132871156,1.0929393231710853,36.8264488981539,29.843783324466813,6.982665573687086,448.56676663646044,420.4782553316415,14.623233363539555,0.0,-51.456031993621174,151.45603199362117,151.45603199362117,28.08851130481895,434.522510984051,0,0,1,0,1,0,0.06066371064925695,-0.03121513836019943,0.09187884900945638,427.959582584665,399.8018050167741,28.15777756789089,11.138943815529316,12.304720228499798
TSLA,2024-12-16 22:00:00,475.9,483.99,457.5101,479.86,131222978,444.396,412.94000000000005,378.6505,309.1128,,412.8387882505708,372.42896173341916,334.4514241381132,279.0191673117267,392.9195547085098,90.01073506977798,97.37611181702668,99.06261876321446,-2.623888182973313,182.01110159300316,91.50474131160165,128.44,39.025379534129094,1716926891,1252854452.039516,81289489.6,1.6142674612143217,18.44856428571429,0.4615744046075595,467.95029984064314,289.3507001593569,378.6505,178.59959968128624,1.0666838009749737,40.40982651715166,31.95699196556958,8.452834551582079,475.3073713637269,445.38356382150096,8.682628636273137,0.0,-15.214068697136424,115.21406869713641,115.21406869713641,29.923807542225916,460.3454675926139,0,0,1,0,1,0,0.062359453887021035,-0.00948741015353049,0.07184686404055153,442.07243502452474,413.5561864263851,28.516248598139658,17.434333186048605,18.260695284167827
TSLA,2024-12-17 22:00:00,466.495,488.5399,427.01,440.13,149340788,447.468,421.16,383.357,313.0254,,417.037436963467,377.44776358320064,338.6985558172813,282.2301655414213,411.13364376680784,75.36663828176745,68.54248949573007,88.59805012035766,-31.457510504269937,121.7947235382617,82.9837874622346,82.19999999999999,23.25464168696968,1567586103,1167201436.604074,84313906.4,1.7712474059913796,21.703557142857143,0.5833820934602201,475.2944027546087,291.41959724539134,383.357,183.87480550921737,0.8087589941578702,39.58967338026633,33.48352824999171,6.106145130274626,491.818341081788,461.0858631822973,0.0,34.075863182297326,168.1880037491042,-68.1880037491042,-68.1880037491042,30.732477899490675,476.4521021320427,0,0,0,1,0,1,0.06982591029807256,0.1174388046299684,-0.047612894331895854,457.246425941067,428.13972523872906,29.10670070233782,18.240232934015545,18.785078185808064
TSLA,2024-12-18 22:00:00,451.88,456.36,420.02,436.17,118566146,451.082,427.8280000000001,388.064,316.92780000000005,,419.9809086456126,381.8006990147678,342.6120402676945,284.4868373856626,488.5399,72.40852907864286,62.6835276354052,76.2007096493873,-37.316472364594794,85.69192410621108,74.85596375285748,66.68,24.116441864435718,1449019957,1154020169.9601555,86925181.2,1.3640022875212596,23.402128571428573,0.582082876073468,480.7291966461716,295.39880335382844,388.064,185.33039329234316,0.7595688658800654,38.180209630844786,34.42286452689225,3.757345103952538,459.56146808851133,421.36415882680734,0.0,1.3441588268073588,61.23852318561932,38.76147681438067,38.76147681438067,38.19730926170399,440.4628134576593,0,0,0,0,0,0,0.08757436151432696,0.0536292456806092,0.03394511583371776,461.40805156947073,430.37877140328493,31.0292801661858,4.742557206414954,2.729419528987052
TSLA,2024-12-19 22:00:00,425.505,447.08,417.64,421.06,132216176,448.04799999999994,431.012,392.135,320.5736,,420.14692272140684,384.71073914210046,345.75879040847946,286.78489373125734,487.16950199999997,65.50787878787881,51.91681054354464,61.0476092248933,-48.08318945645536,63.30579355570185,66.41312346540684,31.839999999999975,17.637526890732826,1316803781,1052522697.8949382,90635404.05,1.4587696428987234,24.444985714285718,0.6025175079749935,482.9788511084294,301.2911488915706,392.135,181.68770221685884,0.6592017491942064,35.43618357930637,34.62552833750106,0.8106552418053141,456.65336876453324,416.9519084375474,0.0,0.0,89.65254293263297,10.347457067367028,10.347457067367028,39.70146032698585,436.8026386010403,0,0,0,0,0,0,0.09428931821352267,0.08453277149226533,0.009756546721257336,466.381463187004,433.05274991995896,33.328713267045075,5.759112198041885,3.312806829380846
